"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"GIANT_ISOPOD_NAME","Giant Isopod","Isopode géant","大王具足虫","オオフナムシ","거대 등각류","大王具足蟲","Гигантский изопод","Wielki równonóg","Isópodo gigante","Isópode Gigante","Riesenassel","Dev Tespih Böceği","Isopode gigante"
"GIANT_ISOPOD_BEHAVIOUR_DESCRIPTION","Mutation 0:
Chases the player and fires numerous projectiles forming a spiral around itself.

Mutation 1 (60%HP/25 sec):
Chases the player and fires a burst of projectiles toward them.","Mutation 0 :
Pourchasse le joueur et tire de nombreux projectiles en spirale autour de lui-même.

Mutation 1 (60 % de PV/25 s) :
Pourchasse le joueur et tire une rafale de projectiles sur ce dernier.","异变0:
追逐玩家并发射一系列投射物，在自身周围形成螺旋状弹幕。

异变1 （60%生命/25秒）：
追逐玩家并向玩家连射投射物。","変異0：
プレイヤーを追い、多数の弾を発射する。弾は自身の周囲にらせん状に飛ぶ。

変異1（HP60%/25秒）：
プレイヤーを追い、プレイヤーに向けて弾幕を発射する。","돌연변이 0:
플레이어를 추적하고, 다수의 투사체를 발사하여 자신의 주위에 나선을 형성합니다.

돌연변이 1 (60%HP/25초):
플레이어를 추적하고, 플레이어를 향해 연속으로 투사체를 발사합니다.","異變0:
追逐玩家並發射一系列投射物，在自身周圍形成螺旋狀彈幕。

異變1 （60%生命/25秒）：
追逐玩家並向玩家連射投射物。","Мутация 0:
Преследует игрока и выпускает множество снарядов по спирали вокруг себя.

Мутация 1 (60% ОЗ/25 с):
Преследует игрока и выпускает в его сторону залп снарядов.","Mutacja 0:
Goni postać i wystrzeliwuje liczne pociski układające się w kształt spirali wokół potwora.

Mutacja 1 (60% PZ / 25 sek.):
Goni postać i wystrzeliwuje w jej stronę strumienie pocisków.","Mutación 0:
Persigue al jugador y dispara varios proyectiles que forman una espiral a su alrededor.

Mutación 1 (60 % de PS / 25 s):
Persigue al jugador y le dispara una nube de proyectiles.","Mutação 0:
Persegue o jogador e dispara vários projéteis que formam uma espiral ao redor de si.

Mutação 1 (60% de PV/25 seg):
Persegue o jogador e dispara uma rajada de projéteis em sua direção.","Mutation 0:
Verfolgt den Spieler und feuert mehrere Projektile ab, die eine Spirale um ihn herum bilden.

Mutation 1 (60% HP/25 Sek.):
Verfolgt den Spieler und feuert einen Projektilschwall auf ihn ab.","Mutasyon 0:
Oyuncuyu kovalar ve kendi etrafında spiral oluşturacak şekilde çok sayıda mermi fırlatır.

Mutasyon 1 (%60 sağlık/25 saniye):
Oyuncuyu kovalar ve oyuncuya doğru seri mermi atışı gerçekleştirir.","Mutazione 0:
Insegue il giocatore e spara diversi proiettili che formano una spirale attorno a sé.

Mutazione 1 (60% PS/25 s):
Insegue il giocatore e spara una raffica di proiettili verso di lui."
"GOBLIN_SHARK_NAME","Goblin Shark","Requin-gobelin","尖吻鲛","ゴブリンシャーク","마귀상어","尖吻鯊","Акула-гоблин","Mitsukurina","Tiburón duende","Tubarão-duende","Goblinhai","Goblin Köpek Balığı","Squalo goblin"
"GOBLIN_SHARK_BEHAVIOUR_DESCRIPTION","Charges to where the player is moving.","Charge le joueur.","向玩家移动的方向冲刺。","プレイヤーが移動している場所に向けて突進する。","플레이어가 움직이는 방향으로 돌진합니다.","向玩家移動的方向衝刺。","Бросается в сторону игрока.","Szarżuje w stronę celu ruchu postaci.","Embiste en la dirección en la que se mueve el jugador.","Avança para onde o jogador está se movendo.","Stürmt auf den Spieler zu.","Oyuncunun hareket ettiği yere doğru hücum eder.","Carica verso il punto verso cui si muove il giocatore."
"HERMIT_NAME","Hermit","Bernard l'ermite","隐者","ハーミット","소라게","隱者","Отшельник","Pustelnik","Ermitaño","Eremita","Einsiedler","Keşiş Yengeci","Paguro"
"HERMIT_BEHAVIOUR_DESCRIPTION","Wanders around and heals enemies.","Se déplace en soignant les ennemis.","四处游荡，治疗敌人。","動き回り、敵を回復する。","이리저리 돌아다니며 적들을 치유합니다.","四處遊蕩，治療敵人。","Блуждает по карте и лечит врагов.","Wędruje wkoło i leczy wrogów.","Merodea por la zona y cura a los enemigos.","Vaga ao redor e cura inimigos.","Wandert umher und heilt Gegner.","Etrafta dolaşır ve düşmanları iyileştirir.","Vaga per la mappa e cura i nemici."
"IMPALED_WORN_NAME","Impaled Worn","Ver empalé","被扎穿的蠕虫","クシザシワーム","꿰뚫린 벌레","被扎穿的蠕蟲","Пронзенный червь","Przebity robak","Gusano ensartado","Verme Empalado","Wurm am Spieß","Deşik Solucan","Verme infilzato"
"IMPALED_WORN_BEHAVIOUR_DESCRIPTION","Mutation 0:
Moves randomly and charges to a random position near the player, firing 3 consecutive spikes toward them.

Mutation 1 (60%HP/25 sec):
Chases the player and regularly charges toward them while firing numerous spikes in all directions from itself.","Mutation 0 :
Se déplace aléatoirement et charge vers un emplacement aléatoire près du joueur en tirant vers lui 3 piques consécutives.

Mutation 1 (60 % de PV/25 s) :
Pourchasse le joueur et le charge régulièrement en tirant de nombreuses piques dans toutes les directions.","异变0：
随机移动并向玩家附近的随机位置冲刺，同时向玩家发射3连尖刺。

异变1 （60%生命/25秒）：
追逐玩家并周期性向玩家冲刺，同时从自身向所有方向发射多发尖刺。","変異0：
ランダムに移動する。プレイヤーの近くに無作為に突進し、プレイヤーに向かってスパイクを3連続で発射する。

変異1（HP60%/25秒）：
プレイヤーを追う。一定間隔でプレイヤーに突進し、自身から全方位に向けて多数のスパイクを発射する。","돌연변이 0:
무작위로 움직이다가 플레이어 근처의 무작위 위치로 돌진하며, 플레이어를 향해 연속으로 가시 3개를 발사합니다.

돌연변이 1 (60%HP/25초):
플레이어를 추적하고 주기적으로 플레이어를 향해 돌진하면서 모든 방향으로 다수의 가시를 발사합니다.","異變0：
隨機移動並向玩家附近的隨機位置衝刺，同時向玩家發射3連尖刺。

異變1 （60%生命/25秒）：
追逐玩家並週期性向玩家衝刺，同時從自身向所有方向發射多發尖刺。","Мутация 0:
Движется хаотично, бросается в случайную точку рядом с игроком и выстреливает в его сторону тремя шипами один за другим.

Мутация 1 (60% ОЗ/25 с):
Преследует игрока и регулярно бросается на него, стреляя множеством шипов по все стороны вокруг себя.","Mutacja 0:
Porusza się losowo, przypuszcza szarżę w losowe miejsce w pobliżu gracza i wystrzeliwuje w jego stronę jeden po drugim 3 szpikulce.

Mutacja 1 (60% PZ / 25 sek.):
Goni postać i regularnie przypuszcza w jej stronę szarżę, wystrzeliwując we wszystkie strony wokół liczne szpikulce.","Mutación 0:
Se desplaza de forma aleatoria y embiste hacia un lugar aleatorio y cercano al jugador mientras dispara 3 pinchos consecutivos.

Mutación 1 (60 % de PS / 25 s):
Persigue al jugador y, con frecuencia, lo embiste mientras dispara varios pinchos en todas las direcciones.","Mutação 0:
Move-se aleatoriamente e avança para uma posição aleatória próxima ao jogador, disparando 3 espinhos consecutivos em direção a ele.

Mutação 1 (60% de PV/25 seg):
Persegue o jogador e avança em direção a ele enquanto dispara vários espinhos em todas as direções.","Mutation 0:
Bewegt sich zufällig, stürmt auf eine zufällige Position in der Nähe des Spielers zu und feuert dabei 3 Stacheln nacheinander auf ihn ab.

Mutation 1 (60% HP/25 Sek.):
Verfolgt den Spieler, stürmt regelmäßig auf ihn zu und feuert dabei zahlreiche Stacheln in alle Richtungen ab.","Mutasyon 0:
Rastgele hareket eder. Oyuncunun yakınındaki rastgele bir konuma hücum eder ve oyuncuya doğru art arda 3 diken fırlatır.

Mutasyon 1 (%60 sağlık/25 saniye):
Oyuncuyu kovalar ve her yöne çok sayıda diken fırlatırken oyuncuya doğru düzenli olarak hücum eder.","Mutazione 0:
Si muove casualmente e carica verso una posizione casuale vicino al giocatore, sparandogli 3 aculei consecutivi.

Mutazione 1 (60% PS/25 s):
Insegue il giocatore e carica periodicamente verso di lui, sparandogli numerose punte in tutte le direzioni."
"IRON_LUNG_NAME","Iron Lung","Poumon de fer","铁肺","アイアンラング","철 호흡기","鐵肺","Железное легкое","Żelazne płuco","Pulmón artificial","Pulmão de Ferro","Eisenlunge","Demir Ciğer","Polmone d'acciaio"
"IRON_LUNG_BEHAVIOUR_DESCRIPTION","Iron Lung is spawned by Stargazers, who will seek it out and enter it. After a few seconds of mutation, a Dragonfish spawns.","Le poumon de fer est invoqué par les astronomes, qui le cherchent alors pour y entrer. Après quelques secondes de mutation, un poisson-dragon apparaît.","铁肺由观星者生成。观星者会试图寻找铁肺并进入期内，经过数秒异变后生成一条巨口鱼。","ミシマオコゼから発生する。スターゲイザーがアイアンラングに入ると、数秒後に変異して、ドラゴンフィッシュが出現する。","통구멍이 철 호흡기를 생성하고, 이후 철 호흡기를 쫓아가 그 안에 들어갑니다. 몇 초의 돌연변이 이후 용물고기가 생성됩니다.","鐵肺由觀星者生成。觀星者會試圖尋找鐵肺並進入期內，經過數秒異變後生成一條巨口魚。","Железные легкие создают звездочеты, которые потом находят их и заходят внутрь. Через несколько секунд мутации появляется рыба-дракон.","Żelazne płuco przywołują skabery, którzy szukają go, by do niego wejść. Po kilku sekundach mutacji z wnętrza wyłania się hydra.","Los soñadores invocan pulmones artificiales, los buscan y se meten en ellos. Tras unos segundos de mutación, aparece un pez dragón.","O Pulmão de Ferro é gerado por Mira-céus, que irão procurá-los e então entrarão neles. Após alguns segundos de mutação, um Peixe-dragão é gerado.","Eisenlunge wird von Himmelsguckern gespawnt, die sie aufsuchen und betreten. Nach einigen Sekunden Mutation spawnt ein Drachenfisch.","Demir Ciğer, kendisini bulup içine giren Yıldız Gözlemcileri tarafından ortaya çıkarılır. Birkaç saniyelik mutasyonun ardından bir Ejderha Balığı ortaya çıkar.","Polmone d'acciaio viene creato dagli Esuli astrali, che lo cercano e vi entrano dentro. Dopo alcuni secondi di mutazione, apparirà un Pesce drago."
"JELLYFISH_NAME","Jellyfish","Méduse","水母","クラゲ","해파리","水母","Медуза","Meduza","Medusa","Água-viva","Qualle","Denizanası","Medusa"
"JELLYFISH_BEHAVIOUR_DESCRIPTION","Mutation 0:
Chases the player while having 4 projectiles orbiting around itself and regularly spawning a large circle of projectiles moving inward.

Mutation 1 (60% HP / 25 sec):
Remains stationary while still having 4 orbiting projectiles and spawning a larger circle of projectiles around itself. Also fires lines of projectiles toward the player.","Mutation 0 :
Pourchasse le joueur avec 4 projectiles tournant autour d'elle et faisant régulièrement apparaître un grand cercle de projectiles qui se resserre.

Mutation 1 (60 % de PV/25 s) :
Reste immobile en ayant toujours 4 projectiles qui tournent autour d'elle et faisant apparaître un cercle plus grand de projectiles autour d'elle. Tire aussi une rangée de projectiles sur le joueur.","异变0：
追逐玩家，拥有4个投射物环绕自身旋转，周期性发射一大圈投射物向内移动。

异变1 （60% 生命 / 25秒）：
静止不动，保留4个投射物环绕自身旋转并在自身周围生成一大圈投射物。向玩家发射多排投射物。","変異0：
プレイヤーを追う。周囲に4個の弾を円状に発生させ、一定間隔で内向きに飛ぶ大きな円状の弾を発生させる。

変異1（HP60%/25秒）：
移動しない。周囲に4個の弾を円状に発生させ、一定間隔で内向きに飛ぶ大きな円状の弾を発生させる。また、プレイヤーに向けて弾を線状に発射する。","돌연변이 0:
자신의 주위에 투사체 4개를 공전시키면서 플레이어를 추적하고, 주기적으로 큰 투사체의 원을 생성하여 안쪽으로 이동시킵니다.

돌연변이 1 (60% HP/25초):
자신의 주위에 투사체 4개를 공전시키면서 제자리에 서 있다가, 자신의 주위에 더 큰 투사체의 원을 생성합니다. 또한 플레이어를 향해 일직선상으로 투사체를 발사합니다.","異變0：
追逐玩家，擁有4個投射物環繞自身旋轉，週期性發射一大圈投射物向內移動。

異變1 （60% 生命 / 25秒）：
靜止不動，保留4個投射物環繞自身旋轉並在自身周圍生成一大圈投射物。向玩家發射多排投射物。","Мутация 0:
Преследует игрока. Призывает 4 снаряда, которые кружат вокруг нее, и регулярно создает большое кольцо из снарядов, которое сходится к центру.

Мутация 1 (60% HP / 25 с):
Остается на месте, но при этом вокруг нее все еще кружится 4 снаряда, и она создает большое кольцо из снарядов. Также выпускает линии снарядов в игрока.","Mutacja 0:
Goni postać z orbitującymi wokół niej 4 pociskami. Regularnie przywołuje duży krąg pocisków, który następnie się zacieśnia.

Mutacja 1 (60% PZ / 25 sek.):
Pozostaje w miejscu z orbitującymi wokół niej cały czas 4 pociskami. Dodatkowo przywołuje wokół siebie większe kręgi pocisków i wystrzeliwuje w stronę gracza strumienie pocisków.","Mutación 0:
Persigue al jugador con 4 proyectiles orbitando a su alrededor e invoca un círculo de proyectiles que se estrecha.

Mutación 1 (60 % de PS / 25 s):
Se queda inmó, con 4 proyectiles que orbitan a su alrededor, e invoca un círculo mayor de proyectiles a su alrededor. También dispara hileras de proyectiles al jugador.","Mutação 0:
Persegue o jogador, com 4 projéteis orbitando ao redor de si e gera periodicamente um grande círculo de projéteis que se move de fora para dentro.

Mutação 1 (60% de PV/25 seg):
Permanece estático, mas ainda tem os 4 projéteis orbitando e gera um círculo de projéteis maior ao redor de si. Também dispara linhas de projéteis em direção ao jogador.","Mutation 0:
Verfolgt den Spieler, wird dabei von 4 Projektilen umkreist und spawnt regelmäßig einen großen Projektilkreis, der sich langsam nach innen bewegt.

Mutation 1 (60% HP / 25 Sek.):
Bleibt an Ort und Stelle, wird nach wie vor von 4 Projektilen umkreist und spawnt einen großen Projektilkreis um sich herum. Feuert zudem Projektilreihen auf den Spieler.","Mutasyon 0:
Oyuncuyu kovalar, yörüngesinde 4 mermi bulunur ve düzenli aralıklarla içe doğru hareket eden büyük bir mermi çemberi ortaya çıkarır.

Mutasyon 1 (%60 sağlık/25 saniye):
Sabit durur, yörüngesinde hâlâ 4 mermi bulunur ve etrafında daha geniş bir mermi çemberi ortaya çıkarır. Ayrıca oyuncuya doğru mermi hatları fırlatır.","Mutazione 0:
Insegue il giocatore mentre 4 proiettili gli orbitano attorno e crea periodicamente un ampio cerchio di proiettili che si muovono verso l'interno.

Mutazione 1 (60% PS / 25 s):
Rimane ferma mentre ha ancora 4 proiettili orbitanti e crea un cerchio più ampio di proiettili attorno a sé. Spara anche file di proiettili verso il giocatore."
"LOBSTER_NAME","Lobster","Homard","龙虾","ロブスター","바닷가재","龍蝦","Лобстер","Homar","Langosta","Lagosta","Hummer","Istakoz","Aragosta"
"LOBSTER_BEHAVIOUR_DESCRIPTION","Chases the player and takes reduced damage from all sources.","Pourchasse le joueur et subit des dégâts réduits, quelle qu'en soit la source.","追逐玩家，从所有来源受到的伤害降低。","プレイヤーを追う。どのダメージ源からも、受けるダメージが少ない。","플레이어를 추적하고, 모든 출처로부터 감소한 대미지를 받습니다.","追逐玩家，從所有來源受到的傷害降低。","Преследует игрока. Получает уменьшенный урон от всех источников.","Goni postać i odnosi mniejsze obrażenia ze wszystkich źródeł.","Persigue al jugador y sufre daño reducido de cualquier origen.","Persegue o jogador e recebe dano reduzido de todas as fontes.","Verfolgt den Spieler und erleidet nur reduzierten Schaden.","Oyuncuyu kovalar ve tüm kaynaklardan gelen hasarı azaltır.","Insegue il giocatore e subisce meno danni da tutte le fonti."
"LOOTING_PIG_NAME","Looting Pig","Cochon pillard","搜刮猪","ヌスットブタ","전리품 돼지","搜刮豬","Свинья изобилия","Łupieżcza świnia","Cerdito con botín","Porco Saqueador","Beuteschwein","Yağmacı Domuz","Maiale ladrone"
"LOOTING_PIG_BEHAVIOUR_DESCRIPTION","Runs around, drops a crate on death.","Court partout. Lâche une caisse de butin quand il meurt.","四处奔跑，死亡时掉落一个箱子。","動き回り、死亡時に宝箱を1つドロップする。","이리저리 뛰어다니다가 사망 시 상자를 떨어뜨립니다.","四處奔跑，死亡時掉落一個箱子。","Бегает вокруг, после смерти оставляет ящик.","Biega wkoło, po śmierci upuszcza skrzynię.","Corretea por la zona y deja caer una caja al morir.","Corre pela área, deixa uma caixa de espólios ao morrer.","Läuft herum, lässt bei Tod eine Kiste fallen.","Etrafta koşar ve öldüğünde bir sandık düşürür.","Corre in giro, rilasciando una cassa quando muore."
"MEGALODON_NAME","Megalodon","Mégalodon","巨齿鲨","メガロドン","메갈로돈","巨齒鯊","Мегалодон","Megalodon","Megalodón","Megalodonte","Megalodon","Megalodon","Megalodonte"
"MEGALODON_BEHAVIOUR_DESCRIPTION","Mutation 0:
Chases the player and regularly charges toward them while firing bursts of projectiles.

Mutation 1 (60%HP/25 sec):
Chases the player and charges toward them more frequently while firing circles of projectiles from itself.","Mutation 0 :
Pourchasse le joueur et le charge régulièrement en tirant des rafales de projectiles.

Mutation 1 (60 % de PV/25 s) :
Pourchasse le joueur et le charge plus souvent en tirant des cercles de projectiles autour de lui-même.","异变0:
追逐玩家并周期性向玩家冲刺，同时连续发射投射物。

异变1 （60%生命/25秒）：
追逐玩家并更频繁地向玩家冲刺，同时从自身发射多圈投射物。","変異0：
プレイヤーを追う。一定間隔でプレイヤーに突進し、弾幕を発射する。

変異1（HP60%/25秒）：
プレイヤーを追う。より高頻度でプレイヤーに突進し、自身から弾を円状に発射する。","돌연변이 0:
플레이어를 추적하고 주기적으로 플레이어를 향해 돌진하며 연속으로 투사체를 발사합니다.

돌연변이 1 (60%HP/25초):
플레이어를 추적하고 더 빈번하게 플레이어를 향해 돌진하면서 자신의 주위에 투사체의 원을 발사합니다.","異變0:
追逐玩家並週期性向玩家衝刺，同時連續發射投射物。

異變1 （60%生命/25秒）：
追逐玩家並更頻繁地向玩家衝刺，同時從自身發射多圈投射物。","Мутация 0:
Преследует игрока и регулярно бросается на него, выстреливая очередями снарядов.

Мутация 1 (60% ОЗ/25 с):
Преследует игрока и чаще бросается на него, стреляя кольцами снарядов от себя.","Mutacja 0:
Goni postać, regularnie przypuszcza w jej stronę szarżę i wystrzeliwuje strumienie pocisków.

Mutacja 1 (60% PZ / 25 sek.):
Goni postać i częściej przypuszcza w jej stronę szarżę, wystrzeliwując wokół siebie kręgi pocisków.","Mutación 0:
Persigue al jugador y lo va embistiendo con frecuencia mientras dispara nubes de proyectiles.

Mutación 1 (60 % de PS / 25 s):
Persigue al jugador y lo embiste con más frecuencia mientras dispara círculos de proyectiles.","Mutação 0:
Persegue o jogador e avança em direção a ele periodicamente, enquanto dispara rajadas de projéteis.

Mutação 1 (60% de PV/25 seg):
Persegue o jogador e avança em direção a ele com mais frequência enquanto dispara círculos de projéteis.","Mutation 0:
Verfolgt den Spieler, stürmt regelmäßig auf ihn zu und feuert dabei einen Projektilschwall auf ihn ab.

Mutation 1 (60% HP/25 Sek.):
Verfolgt den Spieler, stürmt noch häufiger auf ihn zu und feuert dabei zahlreiche Projektilkreise ab.","Mutasyon 0:
Oyuncuyu kovalar ve seri mermi atışları gerçekleştirirken oyuncuya doğru hücum eder.

Mutasyon 1 (%60 sağlık/25 saniye):
Oyuncuyu kovalar ve kendinden dairesel mermi çemberleri ateşlerken oyuncuya doğru daha sık hücum eder.","Mutazione 0:
Insegue il giocatore e lo carica periodicamente, sparando raffiche di proiettili.

Mutazione 1 (60% PS / 25 s):
Insegue il giocatore e lo carica più spesso, sparando cerchi di proiettili da sé stesso."
"NARWHAL_NAME","Narwhal","Narval","一角鲸","イッカク","일각고래","一角鯨","Нарвал","Narwal","Narval","Narval","Narwal","Denizgergedanı","Narvalo"
"NARWHAL_BEHAVIOUR_DESCRIPTION","Closes in on the player and can charge toward them, firing a spike in front of it.","S'approche du joueur et peut le charger en tirant une pique devant lui.","接近玩家并向玩家冲刺，向自身前方发射一根尖刺。","プレイヤーに近づき、突進することがある。前方にスパイクを1本発射する。","플레이어에게 접근하고 플레이어를 향해 돌진하면서 전방으로 가시를 발사합니다.","接近玩家並向玩家衝刺，向自身前方發射一根尖刺。","Приближается к игроку и может броситься на него, выстрелив перед собой шипом.","Zbliża się do gracza, przypuszcza na niego szarżę i wystrzeliwuje przed siebie jeden szpikulec.","Se abalanza sobre el jugador y lo puede embestir al mismo tiempo que dispara un pincho hacia delante.","Cerca o jogador e avança em direção a ele, disparando um espinho para frente.","Nähert sich dem Spieler und stürmt gelegentlich auf ihn zu, feuert dabei einen Stachel nach vorne ab.","Oyuncuya yaklaşır ve ona doğru hücum ederek önüne bir diken ateşleyebilir.","Si avvicina al giocatore e può caricarlo, sparando un aculeo di fronte a sé."
"PLANKTON_NAME","Plankton","Plancton","浮游生物","プランクトン","플랑크톤","浮游生物","Планктон","Plankton","Plancton","Plâncton","Plankton","Plankton","Plancton"
"PLANKTON_BEHAVIOUR_DESCRIPTION","Chases the player and sometimes charges a small distance.","Pourchasse le joueur et le charge parfois sur une courte distance.","追逐玩家并时不时短距离冲刺。","プレイヤーを追い、短距離の突進を行うことがある。","플레이어를 추적하고 때때로 짧은 거리를 돌진합니다.","追逐玩家並時不時短距離衝刺。","Преследует игрока и иногда бросается вперед на небольшое расстояние.","Goni postać, czasem przypuszcza szarżę na niewielką odległość.","Persigue al jugador y, a veces, lo embiste desde una posición cercana.","Persegue o jogador e às vezes avança uma pequena distância.","Verfolgt einen Spieler und stürmt manchmal kurz auf ihn zu.","Oyuncuyu kovalar ve zaman zaman kısa mesafeli hücumlar gerçekleştirir.","Insegue il giocatore e a volte carica per breve distanza."
"PRISONER_NAME","Prisoner","Prisonnier","囚徒","プリズナー","죄수어","囚徒","Пленник","Więzień","Prisionero","Prisioneiro","Gefangener","Mahkûm","Prigioniero"
"PRISONER_BEHAVIOUR_DESCRIPTION","Mutation 0:
Chases the player and spawns a small circle of 6 projectiles that move inward indefinitely.

Mutation 1 (75%HP/20 sec):
Closes in on the player, spawning 2 consecutive circles of projectiles around them.

Mutation 2 (40%HP/40 sec):
Chases the player while continuing to spawn 2 consecutive circles of projectiles around them.","Mutation 0 :
Pourchasse le joueur et fait apparaître un petit cercle de 6 projectiles qui se resserre et s'élargit indéfiniment.

Mutation 1 (75 % de PV/20 s) :
S'approche du joueur en faisant apparaître 2 cercles de projectiles consécutifs autour de lui.

Mutation 2 (40 % de PV/40 s) :
Pourchasse le joueur en continuant à faire apparaître 2 cercles de projectiles consécutifs autour de lui.","异变0：
追逐玩家并生成一小圈6发投射物，永久向内移动。

异变1 （75%生命/20秒）：
接近玩家，在玩家周围连续生成2圈投射物。

异变2 （40%生命/40秒）：
追逐玩家并继续在玩家周围连续生成2圈投射物。","変異0：
プレイヤーを追い、弾6個を小さな円状に発生させる。円状の弾は円の内側に向けて飛び、中心に達しても同方向に飛び続ける。

変異1（HP75%/20）：
プレイヤーに近づき、プレイヤーの周囲に円状の弾を2連続で発生させる。

変異2（HP40%/40秒）：
プレイヤーを追い、プレイヤーの周囲に円状の弾を2連続で発生させる。","돌연변이 0:
플레이어를 추적하고, 끝없이 안쪽으로 이동하는 투사체 6개의 작은 원을 생성합니다.

돌연변이 1 (75%HP/20초):
플레이어에게 접근하며 플레이어 주위에 투사체의 원 2개를 연속으로 생성합니다.

돌연변이 2 (40%HP/40초):
플레이어를 추적하며 계속해서 플레이어 주위에 투사체의 원 2개를 연속으로 생성합니다.","異變0：
追逐玩家並生成一小圈6發投射物，永久向內移動。

異變1 （75%生命/20秒）：
接近玩家，在玩家周圍連續生成2圈投射物。

異變2 （40%生命/40秒）：
追逐玩家並繼續在玩家周圍連續生成2圈投射物。","Мутация 0:
Преследует игрока. Создает небольшое кольцо из 6 снарядов, которые сначала сходятся к центру, а потом бесконечно расходятся.

Мутация 1 (75% ОЗ/20 с):
Приближается к игроку, создавая рядом с ним 2 кольца снарядов одно за другим.

Мутация 2 (40% ОЗ/40 с):
Преследует игрока, продолжая создавать рядом с ним по 2 кольца снарядов одно за другим.","Mutacja 0:
Goni postać i przywołuje niewielki krąg 6 pocisków, który najpierw się zacieśnia, a potem rozszerza.

Mutacja 1 (75% PZ / 20 sek.):
Zbliża się do gracza i przywołuje wokół siebie 2 koncentryczne kręgi pocisków.

Mutacja 2 (40% PZ / 40 sek.):
Goni postać i cały czas przywołuje wokół siebie 2 koncentryczne kręgi.","Mutación 0:
Persigue al jugador y dispara un círculo pequeño de 6 proyectiles que se estrecha de forma indefinida.

Mutación 1 (75 % de PS / 20 s):
Se abalanza sobre el jugador y dispara 2 círculos de proyectiles pequeños a su alrededor.

Mutación 2 (40 % de PS / 40 s):
Persigue al jugador mientras sigue disparando 2 círculos de proyectiles consecutivos a su alrededor.","Mutação 0:
Persegue o jogador e gera um pequeno círculo de 6 projéteis que se movem para dentro por um período indefinido.

Mutação 1 (75% de PV/20 seg):
Cerca o jogador, gerando dois círculo de projéteis consecutivos ao redor dele.

Mutação 2 (40% de PV/40 seg):
Persegue o jogador enquanto continua a gerar 2 círculo de projéteis consecutivos ao redor dele.","Mutation 0:
Verfolgt den Spieler und spawnt einen kleinen Kreis mit 6 Projektilen, die sich unendlich weiter nach innen bewegen.

Mutation 1 (75% HP/20 Sek.):
Nähert sich dem Spieler, spawnt 2 Projektilkreise nacheinander um sich herum.

Mutation 2 (40% HP/40 Sek.):
Verfolgt den Spieler und spawnt dabei 2 Projektilkreise nacheinander um sich herum.","Mutasyon 0:
Oyuncuyu kovalar ve içe doğru sürekli hareket eden, 6 mermiden oluşan küçük bir mermi çemberi ortaya çıkarır.

Mutasyon 1 (%75 sağlık/20 saniye):
Oyuncuya yaklaşır ve oyuncunun etrafında art arda 2 mermi çemberi ortaya çıkarır.

Mutasyon 2 (%40 sağlık/40 saniye):
Oyuncunun etrafında art arda 2 mermi çemberi ortaya çıkarmaya devam ederken oyuncuyu kovalar.","Mutazione 0:
Insegue il giocatore e crea un piccolo cerchio di 6 proiettili che si muovono verso l'interno e poi proseguono.

Mutazione 1 (75% PS/20 s):
Si avvicina al giocatore, creando 2 cerchi consecutivi di proiettili attorno a lui.

Mutazione 2 (40% PS/40 s):
Insegue il giocatore, continuando a creare 2 cerchi consecutivi di proiettili attorno a lui."
"PUFFERFISH_NAME","Pufferfish","Poisson-globe","刺鲀","フグ","복어","刺魨","Иглобрюх","Rozdymka","Pez globo","Baiacu","Kugelfisch","Balon Balığı","Pesce palla"
"PUFFERFISH_BEHAVIOUR_DESCRIPTION","Explodes into 8 projectiles when killed by non melee damage or when it dies after being charmed.","Explose en 8 projectiles quand il est tué par des dégâts autres que de mêlée ou après avoir été envoûté.","在被非近战攻击击杀时，或是在被魅惑后死亡时，爆炸成为8个投射物。","非近接ダメージまたは魅了状態で死亡すると、爆発して8個の弾になる。","비근접 대미지로 처치되거나 매혹된 후 사망하면 폭발하며 투사체 8개를 방출합니다.","在被非近戰攻擊擊殺時，或是在被魅惑後死亡時，爆炸成為8個投射物。","Взрывается, выпуская 8 снарядов, если убить его уроном не в ближнем бою или если он умирает после зачарования.","Po zabiciu atakiem innym niż wręcz, a także jeśli zginie pod wpływem zauroczenia, wybucha i rozrzuca 8 pocisków.","Cuando muere tras sufrir un encantamiento o por cualquier otro tipo de daño que no sea cuerpo a cuerpo, explota transformándose en 8 proyectiles.","Explode em 8 projéteis quando morto por uma arma que não é corpo a corpo ou quando morre após ser encantado.","Explodiert und schleudert 8 Projektile von sich, wenn er durch Nicht-Nahkampfschaden getötet wurde oder nach dem Betören stirbt.","Yakın dövüş haricinde bir hasarla veya büyülenmiş durumdayken öldüğünde 8 mermiye ayrılarak patlar.","Esplode in 8 proiettili quando viene ucciso da danni non da mischia o quando muore dopo l'effetto di Fascino."
"SEA_PIG_NAME","Sea Pig","Cochon de mer","海猪","センジュナマコ","바다돼지","海豬","Морская свинья","Świnia morska","Cerdo marino","Porco-do-mar","Seeschwein","Deniz Domuzu","Maiale di mare"
