"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"EFFECT_WEAPON_SCALING_STATS","Weapon damage additionally scales with {0} {1}","Les dégâts des armes sont également affectés par {0} {1}","武器伤害会随着{0}{1}增加","武器ダメージの係数に{1}の{0}を追加","무기 대미지가 추가로 {0} {1}에 비례해 증가","武器傷害會增加{1}的{0}","Урон от оружия дополнительно увеличивается в зависимости от параметра {1} ({0}).","Obrażenia są dodatkowo skalowane o {0} wartości statystyki {1}","El daño de armas aumenta de manera adicional con {0} de {1}","O dano da arma aumenta com {0} de {1}.","Waffenschaden skaliert zusätzlich mit {0} {1}","Silah hasarı ek olarak {0} {1} değerine göre değişir","I danni delle armi aumentano anche in base a {0} del parametro {1}."
"EFFECT_ENEMY_PERCENT_DAMAGE_TAKEN_ONCE","Enemies take {0} more damage for {1} seconds when first hit by {2}","Les ennemis subissent {0} dégâts supplémentaires pendant {1} secondes lorsqu'ils sont touchés pour la première fois par {2}","敌人在首次被{2}命中时，会额外承受{0}伤害，持续{1}秒","{2}を参照する攻撃は、受ける最終ダメージ+{0} のデバフを{1}秒間与える（敵ごとに1度まで）","적이 {2}에 처음 타격당하면 {1}초 동안 {0} 더 많은 대미지를 입음","當敵人第一次被{2}擊中時，受到的傷害會增加{0}，持續{1}秒","Враги получают на {0} ед. больше урона в течение {1} сек. при первом попадании оружием вида «{2}».","Po pierwszym trafieniu przez {2} przeciwnicy otrzymują {0} więcej obrażeń przez {1} s","Los enemigos reciben un {0} más de daño durante {1} segundos la primera vez que reciben un golpe de {2}","Inimigos sofrem {0} a mais de dano por {1} segundos quando são atingidos por {2}.","Gegner nehmen für {1} Sekunden {0} mehr Schaden, wenn sie zum ersten Mal von {2} getroffen werden.","Düşmanlar, {2} ile ilk kez vurulduğunda {1} saniyeliğine {0} daha fazla hasar alır","Danni aggiuntivi ({0}) ai nemici per {1} secondi quando colpiti da {2} per la prima volta."
"EFFECT_ENEMY_PERCENT_DAMAGE_TAKEN","Enemies take {0} more damage for {1} seconds when hit by {2}","Les ennemis subissent {0} dégâts supplémentaires pendant {1} secondes lorsqu'ils sont touchés par {2}","敌人在被{2}命中时，会额外承受{0}伤害，持续{1}秒","{2}を参照する攻撃は、受ける最終ダメージ+{0} のデバフを{1}秒間与える","적이 {2}에 타격당하면 {1}초 동안 {0} 더 많은 대미지를 입음","當敵人被{2}擊中時，受到的傷害會增加{0}，持續{1}秒","Враги получают на {0} ед. больше урона в течение {1} сек. при попадании оружием вида «{2}».","Po trafieniu przez {2} przeciwnicy otrzymują {0} więcej obrażeń przez {1} s","Los enemigos reciben un {0} más de daño durante {1} segundos cada vez que reciben un golpe de {2}","Inimigos sofrem {0} a mais de dano por {1} segundos quando são atingidos por {2}.","Gegner nehmen für {1} Sekunden {0} mehr Schaden, wenn sie von {2} getroffen werden.","Düşmanlar, {2} ile vurulduğunda {1} saniyeliğine {0} daha fazla hasar alır","Danni aggiuntivi ({0}) ai nemici per {1} secondi quando colpiti da {2}."
"EFFECT_ALL_WEAPONS_COUNT_FOR_SETS","Equipped weapons always contribute to the class bonuses of other equipped weapons","Les armes équipées contribuent toujours aux bonus de classe des autres armes équipées","装备的武器总是会对其他装备武器提供类别加成","装備した武器は、常に他に装備した武器のクラスボーナスに貢献","탑재한 무기는 항상 탑재한 다른 무기의 클래스 보너스에 기여함","配備著的武器隨時都會提供效益給其他裝備武器的級別加成","Используемое оружие всегда увеличивает бонусы класса другого используемого оружия.","Wyposażona broń zawsze wpływa na premie pozostałego wyposażonego oręża","Las armas equipadas siempre contribuyen a las bonificaciones de clase de otras armas equipadas","As armas equipadas sempre contribuem para os bônus de classe das outras armas equipadas.","Ausgerüstete Waffen tragen immer zu den Klassenboni anderer ausgerüsteter Waffen bei","Kuşanılan silahlar daima diğer kuşanılan silahların sınıf bonuslarına katkıda bulunur","Le armi equipaggiate contribuiscono sempre ai bonus di classe delle altre armi equipaggiate."
"EFFECT_GAIN_STAT_FOR_EQUIPPED_ITEM_WITH_STAT","{0} {1} every time you get an item that increases {3}","{0} {1} chaque fois que vous obtenez un objet qui augmente {3}","每次获得一个提升{3}的物品有{0} {1}","{3}を増加させるアイテムを取得する度、{1} {0}","{3} 증가 아이템을 획득할 때마다 {0} {1}","每次當你獲得了增加{3}的道具時{0}{1}","{0} к параметру «{1}» каждый раз, когда вы получаете предмет, повышающий параметр «{3}»","{0} {1} za każdym razem, gdy zdobędziesz przedmiot zwiększający: {3}","{0} de {1} cada vez que obtienes un objeto que aumenta {3}","{0} de {1} sempre que você obtém um item que aumenta {3}","{0} {1} jedes Mal, wenn du einen Gegenstand erhältst, der {3} erhöht","Her {3} artıran eşyayı aldığında {0} {1} sağlar","{0} {1} ogni volta che ottieni un oggetto che incrementa il parametro {3}."
"EFFECT_ONE_WEAPON_SLOT_INITIAL_LIMIT","You start with one weapon slot","Vous commencez avec un seul emplacement d'arme","你开始时拥有一个武器栏","武器スロット1個で開始","무기 슬롯 하나를 가지고 시작","開始遊戲時只有一個武器欄位","Вы начинаете с одной ячейкой оружия.","Zaczynasz z jednym polem broni","Empiezas con una ranura de arma","Você começa com um espaço de arma.","Du beginnst mit einem Waffenslot","Bir silah yuvasıyla başlarsın","Inizi con un solo spazio per arma."
"EFFECT_WEAPON_SLOT_UPGRADES","You gain a weapon slot when you level up instead of a stat upgrade (max: {0})","Vous obtenez un emplacement d'arme lorsque vous gagnez un niveau au lieu d'une amélioration de statistiques (max : {0})","升级时不会提升属性，但会获得一个武器栏（上限：{0}）","レベルアップ時、ステータス強化の代わりに武器スロットを獲得（最大{0}個、その後は通常のステータス上昇になる）","레벨 업 시 능력치 업그레이드 대신 무기 슬롯 획득(최대 {0})","當你升級時會獲得一個武器欄位，而不是升級數值（上限：{0}）","При повышении уровня вы получаете ячейку оружия, а не улучшение характеристик (максимум {0}).","Po awansie na kolejny poziom otrzymujesz pole broni zamiast ulepszenia statystyki (maks. {0})","Obtienes una ranura de arma cuando subes de nivel en vez de una mejora de estadística (máx.: {0})","Você ganha um espaço de arma em vez de uma melhoria de atributo quando sobe de nível. (máx.: {0})","Du erhältst einen Waffenslot beim Levelaufstieg statt einer Statusverbesserung (Max: {0})","Seviye atladığında istatistik yükseltmesi yerine silah yuvası kazanırsın (maks. {0})","Ottieni uno spazio per arma al posto di un miglioramento di parametro quando sali di livello. (max {0})"
"EFFECT_GAIN_STAT_FOR_EVERY_PERCENT_PLAYER_MISSING_HEALTH","{0} {1} for every {2} of missing health [{4}]","{0} {1} pour chaque {2} de santé manquante [{4}]","每损失{2}生命值，有{0}{1}[{4}]","HPの低下 {2} につき一時的に {1} が {0} [{4}]","잃은 체력 {2}당 {0} {1} [{4}]","每當生命值減少{2}時{0}{1}[{4}]","{0} к параметру «{1}» за каждое падение здоровья на {2} [{4}].","{0} {1} za każde {2} brakującego zdrowia [{4}]","{0} de {1} por cada {2} de salud que falte [{4}]","{0} de {1} por cada {2} de vida perdida [{4}].","{0} {1} für jeweils {2} fehlende Gesundheit [{4}]","Her {2} eksik sağlık için {0} {1} sağlar [{4}]","{0} {1} per ogni {2} di salute mancante [{4}]."
"NEXT_LEVEL_XP_NEEDED","{0} XP required to level up","{0} XP requis pour monter de niveau","升级需要 {0} 经验值","レベルアップに必要な経験値 {0}","레벨 업 시 {0} XP가 필요","升級需要 {0} 經驗值","Для повышения уровня требуется {0} ОО.","Do awansu wymagane jest {0} PD","Se requieren {0} XP para subir de nivel","{0} EXP necessário para subir de nível","{0} XP erforderlich, um ein Level aufzusteigen","Seviye atlamak için {0} TP gerekiyor","{0} PE richiesti per salire di livello."
"EFFECT_STRUCTURES_CAN_CRIT","Your structures can crit","Vos structures peuvent infliger des coups critiques","你的构筑物可以暴击","建造物の攻撃がクリティカルするようになる","건축물이 치명타를 가할 수 있음","你的結構物能打出爆擊","Постройки могут наносить критические удары.","Twoje budowle mogą zadawać traf. kryt.","Tus estructuras pueden causar un crítico","Suas estruturas podem causar dano crítico.","Deine Konstruktionen können kritisch treffen","Binaların kritik hasar verebilir","Le tue strutture possono infliggere colpi critici."
"EFFECT_SPAWN_LANDMINE_ON_DEATH","{0} chance to spawn a landmine when killing an enemy with {1}","{0} chance de faire apparaître une mine en tuant un ennemi avec {1}","使用{1}杀死敌人时有{0}概率生成一个地雷","{1}で敵を倒すと、{0}の確率で地雷が出現","{1}로 적을 처치하면 {0} 확률로 지뢰를 생성","當以{1}殺死敵人時，有{0}的機率能生成一顆地雷","Шанс {0} установить мину при убийстве врага с помощью определенного вида урона ({1}).","{0} szans na stworzenie miny przy zabiciu przeciwnika za pomocą: {1}","{0} de probabilidad de hacer aparecer una mina terrestre al eliminar a un enemigo con {1}","{0} de chance de gerar uma mina terrestre ao eliminar um inimigo com {1}.","Chance von {0}, eine Landmine zu spawnen, wenn du einen Gegner mit {1}Treffer tötest","Bir düşmanı {1} ile öldürünce {0} olasılıkla bir mayın ortaya çıkar","{0} di probabilità di far comparire una mina quando uccidi un nemico con {1}."
"EFFECT_TEMP_STAT_ON_STRUCTURE_CRIT","Critical hits from your structures give you {0} {1} until the end of the wave","Les coups critiques de vos structures vous donnent {0} {1} jusqu'à la fin de la vague","你的构筑物造成的暴击给予你{0}{1}，直至敌袭结束","ウェーブが終了するまで、建造物のクリティカルヒットで{0}の{1}を獲得","건축물의 치명타는 웨이브가 끝날 때까지 {0} {1} 부여","當結構物打出爆擊時會讓你{0}{1}直到敵襲結束","Критические удары от ваших построек дают {0} к параметру «{1}» до конца волны.","Traf. kryt. twoich budowli zapewniają ci {0} {1} aż do końca fali","Los ataques críticos de tus estructuras te otorgan {0} de {1} hasta el final de la oleada","Acertos críticos de suas estruturas garantem {0} de {1} até o fim da onda.","Kritische Treffer von deinen Konstruktionen gewähren dir {0} {1} bis zum Ende der Welle","Yapılarının kritik vuruşları hücum sonuna kadar sana {0} {1} sağlar","I colpi critici delle tue strutture ti danno {0} {1} fino alla fine dell'ondata."
"RETRY_WAVE_QUESTION","Retry the current wave?","Retenter la vague actuelle ?","重新挑战当前的敌袭吗？","このウェーブに再挑戦しますか？","현재 웨이브를 재시도하시겠습니까?","重新挑戰目前的敵襲？","Повторить волну?","Chcesz ponownie z aktualną falą?","¿Reintentar la oleada actual?","Repetir a onda atual?","Aktuelle Welle erneut versuchen?","Mevcut hücumu tekrar deneyecek misin?","Vuoi riaffrontare l'ondata attuale?"
"MENU_RETRY_WAVE","Retry failed waves","Retenter les vagues échouées","重新挑战失败的敌袭","失敗したウェーブに再挑戦","실패한 웨이브 재시도","重新挑戰失敗的敵襲","Повторить проигранные волны","Fale zakończone porażką","Reintentar oleadas fallidas","Repetir ondas perdidas","Gescheiterte Wellen erneut versuchen","Başarısız hücumları tekrar dene","Riaffronta le ondate non superate"
"EFFECT_STRUCTURES_COOLDOWN_REDUCTION","Increases the attack speed of your structures by {0} ({1})","Augmente la vitesse d'attaque de vos structures de {0} ({1})","构建物的攻击速度提升{0} （{1}）","建造物の攻撃速度が{0}（{1}）上昇","건축물의 공격 속도가 {0}만큼 증가 ({1})","提高結構物的攻擊速度{0}（{1}）","Повышает скорость атаки ваших построек на {0} ({1}).","Zwiększa szybkość ataku twoich budowli o {0} ({1})","Aumenta la velocidad de ataque de tus estructuras en un {0} ({1})","Aumenta em {0} ({1}) a velocidade de ataque de suas estruturas.","Steigert das Angriffstempo deiner Konstruktionen um {0} ({1})","Yapılarının saldırı hızını {0} artırır ({1})","Aumenta di {0} la velocità di attacco delle tue strutture ({1})."
"EFFECT_STRUCTURE_ATTACK_SPEED_WHILE_MOVING","{0} Structure Attack Speed while moving","{0} vitesse d'attaque de vos structures lorsque vous êtes en mouvement","移动时构建物的攻击速度{0}","移動中、 建造物の攻撃速度 {0}","이동 중 건축물 공격 속도 {0}","移動時結構物攻擊速度{0}","{0} к скорости атаки построек при движении","{0} do szybkości ataku budowli w trakcie poruszania się","{0} de velocidad de ataque de las estructuras mientras te mueves","{0} de velocidade de ataque da estrutura enquanto se move.","{0} Konstruktion-Angriffstempo, wenn du dich bewegst","Hareket ederken {0} yapı saldırı hızı sağlar","{0} velocità di attacco delle strutture mentre ti muovi."
"EFFECT_TEMP_STATS_PER_INTERVAL","{0} {1} every {2} seconds until the end of the wave","{0} {1} toutes les {2} secondes jusqu'à la fin de la vague","每{2}秒{0}{1}，直至敌袭结束","ウェーブが終了するまでの間、 {2} 秒ごとに一時的に {0}  {1}","웨이브가 끝날 때까지 매 {2}초마다 {0} {1}","每{2}秒一次{0}{1}直到敵襲結束","{0} к параметру «{1}» каждые {2} сек. до конца волны.","{0} {1} co {2} sekund, aż do końca fali","{0} de {1} cada {2} segundos hasta el final de la oleada","{0} de {1} a cada {2} segundos, até o fim da onda.","{0} {1} alle {2} Sekunden bis zum Ende der Welle","Hücum bitene kadar her {2} saniye {0} {1} sağlar","{0} {1} ogni {2} secondi fino alla fine dell'ondata."
"EFFECT_TEMP_STATS_PER_INTERVAL_SINGULAR","{0} {1} every {2} second until the end of the wave","{0} {1} toutes les {2} seconde jusqu'à la fin de la vague","每{2}秒{0}{1}，直至敌袭结束","ウェーブが終了するまでの間、 {2} 秒ごとに一時的に {0}  {1}","웨이브가 끝날 때까지 매 {2}초마다 {0} {1}","每{2}秒{0}{1}直到敵襲結束","{0} к параметру «{1}» каждую {2} сек. до конца волны.","{0} {1} co {2} s, aż do końca fali","{0} de {1} cada {2} segundo hasta el final de la oleada","{0} de {1} a cada {2} segundo, até o fim da onda.","{0} {1} pro {2} Sekunde bis zum Ende der Welle","Hücum bitene kadar her {2} saniye {0} {1} sağlar","{0} {1} ogni secondo fino alla fine dell'ondata."
"EFFECT_NO_DUPLICATE_WEAPONS","You can't equip two of the same weapon at the same time","Vous ne pouvez pas équiper deux armes identiques en même temps","无法同时装备两件相同的武器","同じ武器を同時に2つ装備することはできない","같은 무기를 동시에 두 개 탑재할 수 없음","你無法同時裝備兩把相同的武器","Нельзя использовать два одинаковых вида оружия одновременно.","Nie możesz wyposażyć dwóch takich samych broni jednocześnie","No puedes equipar dos armas iguales al mismo tiempo","Você não pode equipar duas armas iguais ao mesmo tempo.","Du kannst nicht gleichzeitig zweimal dieselbe Waffe ausrüsten","Aynı silahı ikinci kez kuşanamazsın","Non puoi utilizzare due armi uguali in contemporanea."
"STRUCTURE_RANGE","Structure Range","Portée des Structures","构筑物范围","建造物の攻撃範囲","구조 범위","結構物傷害","Дальность атак построек","Zasięg budowli","Alcance de estructuras","Alcance de estrutura","Konstruktionsreichweite","Yapı Menzili","Portata delle strutture"
"MENU_DLC","Abyssal Terrors DLC","DLC Terreurs Abyssales","深海魔怪 DLC","Abyssal Terrors DLC","심해 공포 DLC","深海魔怪 DLC","Дополнение Abyssal Terrors","Abyssal Terrors DLC","Contenido descargable ""Terrores abisales""","DLC Terrores Abissais","Grauen aus der Tiefe-DLC","Abyssal Terrors DLC","DLC Terrori degli abissi"
"MENU_DLC_AVAILABLE","Abyssal Terrors DLC - Available Now","DLC Terreurs Abyssales - Disponible maintenant","深海魔怪 DLC - 现已推出","Abyssal Terrors DLC 発売中！","심해 공포 DLC - 지금 이용 가능","深海魔怪 DLC - 現已推出","Дополнение Abyssal Terrors уже доступно","Abyssal Terrors DLC - Dostępne teraz","Contenido descargable ""Terrores abisales"" - Disponible ahora","DLC Terrores Abissais - Disponível agora","Grauen aus der Tiefe-DLC - Jetzt verfügbar","Abyssal Terrors DLC - Şimdi Mevcut","DLC Terrori degli abissi - Disponibile ora"
"MENU_DLC_AVAILABLE_STANDARD","DLC Available Now","DLC Disponible maintenant","DLC 现已推出","DLC発売中","DLC 지금 이용 가능","DLC 現已推出","Дополнение уже доступно","DLC - Dostępne teraz","Contenido descargable - Disponible ahora","DLC - Disponível agora","DLC - Jetzt verfügbar","DLC - Şimdi Mevcut","DLC - Disponibile ora"
"MENU_NEW_TRACKS","New Tracks","Nouvelles Musiques","新曲目","新曲","신규 트랙","新曲目","Новая музыка","Nowe utwory","Canciones nuevas","Faixas novas","Neue Songs","Yeni Müzikler","Tracce nuove"
"MENU_OLD_TRACKS","Old Tracks","Vieilles Musiques","旧曲目","旧曲","예전 트랙","舊曲目","Прежняя музыка","Stare utwory","Canciones anteriores","Faixas antigas","Alte Songs","Eski Müzikler","Tracce vecchie"
"MENU_OLD_TRACKS_INFO","If you're a content creator, do not enable these tracks. They were not made specifically for Brotato and may cause copyright issues.","Si vous êtes un créateur de contenu, n'activez pas ces musiques. Elles n'ont pas été créées spécifiquement pour Brotato et peuvent entraîner des problèmes de droits d'auteur.","如果您是内容创作者，请不要启用这些曲目。它们不是专门为《Brotato》制作的，可能会引起版权问题。","あなたがコンテンツクリエイターなら、これらの曲は有効化しないでください。本作専用に作られたものではないため、著作権の問題を引き起こす可能性があります。","귀하가 콘텐츠 생산자라면, 이 트랙을 활성화하지 마십시오. 이 트랙은 Brotato를 위해 특별히 만들어진 것이 아니며 저작권 문제를 야기할 수 있습니다.","如果您要自行創作，請勿啟用這些配樂。它們不是專為 Brotato 製作的，可能會導致版權問題。","Если вы являетесь создателем контента, не используйте эту музыку. Она создана не только для Brotato, поэтому ее использование может повлечь проблемы с авторскими правами.","Jeżeli jesteś twórcą zawartości, nie włączaj tych utworów. Nie zostały stworzone specjalnie do gry Brotato i mogą powodować problemy związane z prawami autorskimi.","No recomendables para creadores de contenido. Al no estar hechas estas pistas exclusivamente para Brotato, pueden causar problemas de copyright.","Caso você crie conteúdo, não ative estas faixas. Elas não foram feitas especificamente para Brotato e podem ter direitos autorais.","Als Content-Creator solltest du diese Songs nicht aktivieren. Sie wurde nicht speziell für Brotato erstellt und es könnte zu Urheberrechtsverletzungen kommen.","Bir içerik üreticisiyseniz bu müzikleri açmayın. Brotato'ya özel olarak bestelenmedikleri için telif hakkı sorunlarına yol açabilir.","Se sei un creatore di contenuti, non abilitare queste tracce. Non sono state realizzate appositamente per Brotato e potrebbero causare problemi di copyright."
"MENU_LOCK_COOP_CAMERA","Lock co-op camera","Verrouiller la caméra en coop","锁定合作视角","協力プレイのカメラをロック","협동 모드 카메라 잠금","鎖住合作遊戲攝影機","Закрепить совместную камеру","Zablokuj kamerę kooperacyjną","Fijar cámara en cooperativo","Travar câmera do cooperativo","Koop-Kamera sperren","Eşli kamerayı sabitle","Blocca visuale in co-op"
"MENU_SHARE_COOP_LOOT","Share co-op loot","Partager le butin en coop","分享合作战利品","協力プレイで獲得した戦利品をシェア","협동 모드 전리품 공유","分享合作遊戲戰利品","Делиться добычей в совместном режиме","Dziel się łupami w trybie kooperacyjnym","Compartir botín en cooperativo","Compartilhar tesouro do cooperativo","Koop-Beute teilen","Eşli ganimeti paylaş","Condividi bottino in co-op"
"WEAPON_DEXTROYER","DEX-troyer","DEX-tructeur","DEX终结者","DEXトロイヤー","덱스트로이어","DEX驅逐艦","DEX-разрушитель","DEX-truktor","DEX-tructora","DEX-truidora","DEX-troyer","DEX-troyer","DEX-tino funesto"
"MENU_ABYSSAL_TERRORS_TRACKS","Abyssal Terrors Tracks","Musiques Terreurs Abyssales","深海魔怪曲目","Abyssal Terrors 楽曲","심해 공포 트랙","深海魔怪配樂","Музыка к Abyssal Terrors","Utwory Abyssal Terrors","Canciones de ""Terrores abisales""","Faixas de Terrores Abissais","Grauen aus der Tiefe-Songs","Abyssal Terrors Müzikleri","Tracce di Terrori degli abissi"
"EFFECT_HP_REGEN_BONUS_DOUBLE","HP Regeneration is doubled when you have less than {2} health","La régénération des PV est doublée lorsque vous avez moins de {2} points de vie","当生命值低于{2}时，生命再生双倍","HPが {2} 未満の時、HP回復量が2倍に増加","체력이 {2}보다 낮으면 HP 재생이 두배가 됩니다","當生命值低於{2}時，HP再生效果加倍","Восстановление ОЗ удваивается, когда у вас меньше {2} здоровья.","Regeneracja PZ jest podwojona, jeśli masz mniej zdrowia niż {2}","La recuperación de PS se duplica cuando tu salud esté por debajo del {2}.","Duplica a recuperação de PV ao chegar a menos de {2} de vida.","HP-Regeneration wird verdoppelt, wenn du weniger als {2} Leben hast","Sağlığın {2} altındaysa Sağlık Yenileme hızı iki katına çıkar","Quando i tuoi PS scendono al di sotto della soglia ({2}), la velocità di recupero della salute raddoppia."
"EFFECT_HP_REGEN_BONUS_TRIPLE","HP Regeneration is tripled when you have less than {2} health","La régénération des PV est triplée lorsque vous avez moins de {2} points de vie","当生命值低于{2}时，生命再生三倍","HPが {2} 未満の時、HP回復量が3倍に増加","체력이 {2}보다 낮으면 HP 재생이 세배가 됩니다","當生命值低於{2}時，HP再生效果三倍","Восстановление ОЗ утраивается, когда у вас меньше {2} здоровья.","Regeneracja PZ jest podwojona, jeśli masz mniej zdrowia niż {2}","La recuperación de PS se triplica cuando tu salud esté por debajo del {2}.","Triplica a recuperação de PV ao chegar a menos de {2} de vida.","HP-Regeneration wird verdreifacht, wenn du weniger als {2} Leben hast","Sağlığın {2} altındaysa Sağlık Yenileme hızı üç katına çıkar","Quando i tuoi PS scendono al di sotto della soglia ({2}), la velocità di recupero della salute triplica."
"EFFECT_CURSED_STARTING_ITEM","You start with {0} cursed {1}","Vous commencez avec {0} {1} maudit","初始拥有{0}被诅咒的{1}","呪われた{1}を{0}つ所持","저주받은 {1} {0}개와 함께 시작합니다","從持有{0}受詛咒的{1}開始","На старте вам дается проклят. {1} ({0}).","Rozpoczynasz z {0} przekleństwem{1}","Empiezas con {0} {1} maldito","Você começa com {1} x{0} com maldição.","Du beginnst mit {0} verfluchten {1}","{0} lanetli {1} ile başlarsın","Oggetti maledetti iniziali: {1} x{0}"
"CURRENT_PITY_BONUS","Current pity bonus: {0}","Bonus de pitié actuel : {0}","当前怜悯奖励：{0}","現在の救済ボーナス：{0}","현재 동정 보너스: {0}","當前的憐憫加成：{0}","Текущий бонус сожаления: {0}","Aktualny bonus litości: {0}","Bono de lástima actual: {0}","Bônus atual de piedade: {0}","Aktueller Gnadenbonus: {0}","Mevcut acıma bonusu: {0}","Bonus attuale pietà: {0}"
"STATS_LOST","Stats lost: {0}","Statistiques perdues : {0}","已失去属性：{0}","失ったステータス：{0}","잃은 능력치: {0}","失去的數值：{0}","Параметры утрачены: {0}","Utracone statystki: {0}","Estadísticas perdidas: {0}","Atributos perdidos: {0}","Verlorene Werte: {0}","Kaybedilen istatistik: {0}","Parametri persi: {0}"
"SOUNDTRACK_STEAM","(!) Note: This soundtrack does not include the 6 legacy tracks originally used, as Blobfish Games does not own exclusive rights to them.

Relive the most adrenaline-pumping moments of surviving as a lone potato against an alien onslaught with this intense, pulse-pounding soundtrack, composed and produced by Adonai.","(!) Remarque : cette bande-son n'inclut pas les 6 vieilles musiques utilisées à l'origine, car Blobfish Games ne détient pas les droits exclusifs sur celles-ci.

Revivez les moments les plus riches en adrénaline de la survie d'une patate solitaire face à d'incessantes hordes de monstres avec cette bande-son intense et palpitante, composée et produite par Adonai.","（！）注：这套曲目中没有包括原本使用过的6首曲目，因为开发组Blobfish Games并不拥有那些曲目的独占权。

用这些激烈和令人血脉喷张的音乐，重温孤胆土豆面临外星怪潮苦苦求生时最令人肾上腺素飙升的那些时刻。由Adonai谱曲与制作。","（！）注：このサウンドトラックには、元々使用されていた6曲分の過去の音源は含まれていません。Blobfish Gamesが独占権を所有していないためです。

Adonaiが作曲とプロデュースを手がけた強烈で鼓動感のあるサウンドトラックを聴きながら、エイリアンの猛攻に立ち向かう唯一のジャガイモとなってアドレナリン全開の時間を追体験しましょう。","（！）注：このサウンドトラックには、元々使用されていた6曲分の過去の音源は含まれていません。それはBlobfish Gamesが独占権を所有していないためです。

Adonaiが作曲とプロデュースを手がけたこの強烈で鼓動感のあるサウンドトラックを聴きながら、エイリアンの猛攻から生き延びる孤独なジャガイモになって、アドレナリン全開の時間を追体験しましょう。","（！）註：這套曲目中沒有包括原本使用過的6首曲目，因為開發組Blobfish Games並不擁有那些曲目的獨占權。

用這些激烈和令人血脈噴張的音樂，重溫孤膽馬鈴薯面臨外星怪潮苦苦求生時最令人腎上腺素飆升的那些時刻。由Adonai譜曲與製作。","(!) Учтите: этот саундтрек не включает 6 треков, использовавшихся изначально, так как у Blobfish Games нет эксклюзивных прав на их использование.

Переживите наиболее будоражащие моменты выживания одинокой картошечки в буре инопланетной ярости, включив эти напряженные пульсирующие треки от Adonai.","(!) Внимание: в данный саундтрек не включены 6 прежних композиций, которые использовались в игре ранее, поскольку Blobfish Games не владеет эксклюзивными правами на них.

Переживите тяжелейшие мгновения борьбы с ордами аборигенов под напряженный и наполненный адреналином саундтрек, написанный композитором Adonai.","(!) Ważne: Niniejsza ścieżka dźwiękowa nie obejmuje 6 utworów wykorzystanych pierwotnie, ponieważ Blobfish Games nie dysponuje do nich wyłącznymi prawami.

Przeżyj na nowo emocjonujące chwile przetrwania w roli samotnego ziemniaka, który przeciwstawia się najazdowi obcych słuchając pulsującej ścieżki dźwiękowej skomponowanej i wyprodukowanej przez Adonai.","(¡!) Advertencia: Esta banda sonora no incluye las 6 canciones que sonaban en la versión original del juego, dado que Blobfish Games no posee sus derechos en exclusividad.

Revive los momentos más trepidantes de sobrevivir a un ataque alienígena siendo una patata solitaria con esta intensa y frenética banda sonora, compuesta y producida por Adonai.","Esta trilha sonora não inclui as 6 faixas clássicas originais, pois a Blobfish Games não possui os direitos de exclusividade delas.

Reviva os momentos mais eletrizantes da luta de uma batata solitária contra inúmeras hordas de alienígenas com esta trilha sonora intensa, composta e produzida por Adonai.","(!) Hinweis: Dieser Soundtrack enthält nicht die 6 ursprünglich verwendeten Legacy-Songs, da Blobfish Games nicht die Exklusivrechte an ihnen besitzt.

Mit diesem intensiven, mitreißenden Soundtrack, komponiert und produziert von Adonai, kannst du die adrenalingeladenen Momente in deinem Kampf als Kartoffel gegen den Ansturm der Aliens noch einmal erleben.","Önemli Not: Bu oyun müziği önceden kullanılan 6 parçayı içermemektedir çünkü Blobfish Games bu parçaların telif hakkına sahip değildir.

Adonai tarafından bestelenen aklını başından alacak bu oyun müzikleri eşliğinde bir patates olarak istilacı uzaylılara karşı tek başına kafa tutarken yerinde duramayacaksın."
"MENU_GREEN_SKINS","Green Skins","Skins Verts","绿色皮肤","緑色のスキン","초록 스킨","綠色造型","Зеленые скины","Zielone Skórki","Aspectos Verdes","Skins Verdes","Grüne Skins","Yeşil Görünümler","Skin Verdi"
"ITEM_EVIL_HAT","Gobbler’s Hat","Chapeau du Gobeur","吞吞怪之帽","ゴブラーの帽子 ","고블러의 모자 ","吞吞怪之帽","Шляпа Пожирателя","Kapelusz Pożeracza","Sombrero del Devorador","Chapéu do Devorador","Fresser-Hut","Yiyen'in Şapkası","Cappello del Goloso"
"CHAL_EVIL_HAT","Give the money back!","Rend l’argent !","还钱嗷！","金を返せ！","돈을 돌려줘!","還錢嗷！","Верни деньги!","Oddaj pieniądze!","¡Devuelve el dinero!","Devolve o dinheiro!","Gib das Geld zurück!","Parayı geri ver!","Ridateci i soldi!"
"CHAL_EVIL_HAT_DESC","Kill the Gobbler {0} times","Tuer {0} fois le Gobeur","杀死吞吞怪{0}次","ゴブラーを{0}回倒す ","고블러를 {0} 번 처치하라 ","殺死吞吞怪{0}次","Убей Пожирателя {0} раз ","Zabij Pożeracza {0} razy","Mata al Devorador {0} veces","Matar o Devorador {0} vezes ","Töte den Fresser {0} Mal.","Yiyen'i {0} kez öldür","Uccidete il Goloso {0} volte"
